0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043287,0,0.0068048,0.019136,0,0.00087611,0.0029543,0,0.01592,0.0054218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022901,0,0,-0.0054224,0,0,0,0,0,0.0013223,0.0007937,0,0,0,0,0.0032217,0,0.0023998,0.00066294,0,0,0,0.0027589,0.0039687,0,0,-2.7573e-05,0.003742,0,0.00461,0,0.0049243,0,0,0,0,0,0,0.0032401,0,0.0014517,0.0025965,0,0,0.0011927,0.015747,0.0068031,0.0078461,0.011228,0.0064894,0.010296,0.0040257,0.0039992,0.00273,0.00027187,0.0029905,0.0028824,0,0.0068724,0.0058035,0.0047916,0.0039522,0,0.0089723,0.0041899,0.012283,0.012558,0.0075172,0,0.0028099,0.0037745,0,0,0.0027388,0.003391,0,0.00032006,0,0,0,0,0.0026952,0.0010648,0.00068823,0,0,0,0,0,0.0037802,0,0,0,0.00064879,0,0,0.012219,0,0.0061709,0.010095,0,0.0042581,0,0.0038517,0,0,0,0,0.0048078,0.0101,0,0
0,0,0,0,0,0.00099449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056053,0,0,0.0018322,0.00083392,0.0030507,0,0.00071537,0,-0.0057805,-0.0028432,0,0,0,0,0,0,0,0,-0.0058956,0,0,0,0,0,0,0,0,0,0,-0.009243,0,-0.024341,-0.0047739,-0.022121,-0.0088956,-0.012342,-0.036115,0,-0.0093339,0,-0.011578,-0.013104,-0.0084184,-0.0010868,0,0,0,0,-0.0069165,0,0,0,0,0,0,-0.0047941,0,0,0,0,0,0,0,0,0,0,0,0,-0.010881,-0.00068777,-0.001083,0,-0.0032911,0,0,-0.0044865,-0.018292,-0.018817,-0.015053,-0.019322,-0.02081,-0.015472,-0.020524,-0.024733,-0.01182,-0.00959,-0.02199,-0.024178,-0.0067519,-0.013867,-0.024126,-0.019793,-0.026209,-0.005808,-0.021235,-0.019735,-0.027974,-0.019524,-0.020868,-0.0057474,-0.013033,-0.012284,-0.0074368,-0.009348,-0.011763,-0.014814,-0.011802,-0.01702,-0.011169,-0.01304,-0.010806,-0.011769,-0.010853,-0.011937,-0.016076,-0.0088803,-0.011354,-0.00016676,-0.0010137,-0.0021606,-0.0063683,-0.00080935,0,-0.0018289,-0.0036256,0,-0.0030915,-0.010507,-0.0011978,-0.0044435,-0.0090022,0,-0.0033758,0,-0.0013123,-0.00369,0,-0.0051767,-0.0025133,-0.0033628,-0.0078034,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018556,0.0015901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067076,0,0,0,0,0,0,0.0031435,0,0,0,0,0,0.0045488,0,0.00094822,0,0,0.017289,0,0,0,0,0,0,0,0,0,0.0026906,0,0,0.0011679,0,0,0,0,0,0,0,0,0.0046154,0,0,0,0.0020403,0.015949,0.0081806,0,0,0.005077,0.012682,0.013012,0,0,0.0055502,0,0,0,0.0035738,0.00018072,0,0.0049082,0.013577,0.0017686,0.0059955,0.017374,0.0037766,0,0.0052916,0.005986,0,0.0069124,0.014651,0.0075367,0.0057305,0,0.0074621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088624,0.0065465,0.0057572,0.0092657,0.012356,0.009777,0.011514,0.0044008,0.0037299,0,0,0,0.0059501,0,0,0,0.0036517,0,0,0.017504,0,0,0,0,0,0,0.0084592,0,0,0,0,0.00048504,0.008306,0,0
0.0031581,-0.0037594,-0.0035328,-0.0042175,-0.010454,-0.016294,-0.0040735,-0.008513,-0.0034646,-0.0046025,-0.0032256,-0.0039215,-0.0041111,-0.0038291,0,-0.0048434,-0.010522,-0.0046235,-0.0020606,-0.028218,-0.016716,-0.0046765,-0.015611,-0.019358,-0.0045249,-0.0077389,-0.0083434,-0.0041601,-0.021727,-0.01155,-0.0011438,-0.0053694,-0.0021775,-0.0024105,-0.0022533,-0.0029733,-0.0042651,-0.0023722,-0.011022,-0.009671,-0.0026755,-0.001669,-0.003326,-0.0060029,0,-0.01367,-0.0022537,-0.0013872,-0.0032879,-0.015612,-0.0026553,-0.020097,-0.0080988,-0.012395,-0.012777,-0.012819,-0.026505,0,-0.011111,0,-0.014796,-0.020648,-0.015479,-0.014498,0,-0.0027886,-0.017224,-0.00822,-0.012772,-0.012999,-0.0034636,0,-0.0020962,-0.020427,-0.016918,-0.017866,-0.00047281,-0.018952,-0.012483,-0.012532,-0.010467,0,-0.015261,-0.015861,-0.013734,0,0,-0.013206,-0.014775,-0.018644,-0.015991,-0.011868,-0.012586,0,0,-0.0047286,-0.016394,-0.014168,-0.011897,-0.015103,-0.02011,-0.019869,-0.012025,-0.01625,-0.010377,-0.007683,-0.012132,-0.0144,-0.0092799,-0.0098281,-0.015326,-0.011102,-0.013397,0,-0.010481,-0.0043352,-0.0086071,-0.014923,-0.0098563,0,-0.0037799,-0.0034436,-0.0028294,0,-0.010376,-0.011263,-0.0077893,-0.0098885,-0.011547,-0.014318,-0.010572,-0.012672,-0.01039,-0.0072246,-0.010087,-0.0083351,-0.0069596,0,0,-0.0031252,-0.010124,0,0,0,-0.0037587,0,-0.0012318,-0.01136,-0.00037372,-0.0051527,-0.0078282,0,-0.0082441,0,-0.011421,-0.010114,0,-0.00066174,0,-0.0043997,-0.012015,-0.00014092,0
0,0,0,0,0.00087149,0.0073504,0,0,0,0,0,0,0,0,0,0,0.0052518,0,0,0.002953,0.0089372,0,0.00848,0.0091653,0,0,0,0,0.0067011,0.0074142,0,0,0,0,0,0,0,0,0.0050504,0.0029951,0,0,0,0.0028192,0,0.008367,0,0,0,0.013179,0,0.013643,0,0.0081223,0.0091121,0.0061093,0.016904,0,0.0054977,0,0.0081602,0.01459,0.006401,0.005406,0,0,0.012764,0.0059464,0.010919,0.010934,0,0,0,0.0094518,0.0086132,0.011246,0,0.0072871,0.0046287,0.0061437,0.0050334,0,0.014986,0.0093978,0.012362,0,0,0.0074797,0.0093422,0.0084715,0.0015243,0.0081836,0.0068078,0,0,0.00092374,0.0096053,0.0048159,0.0093761,0.0079615,0.011749,0.013089,0.0081805,0.012247,0.0023961,0.00153,0.010459,0.012796,0,0.010366,0.012596,0.0093681,0.012859,0,0.010962,0.0036724,0.012218,0.015059,0.010564,0,0,0,0,0,0.008296,0.0095668,0.010279,0.0070532,0.0094813,0.010618,0.010861,0.011548,0.010998,0.0052771,0.0057059,0.0037863,0.0029761,0,0,0.00040234,0.0037278,0,0,0,0,0,0,0.0074551,0,0.0041299,0.0036907,0,0.0044083,0,0.0098564,0.0091313,0,0,0,0.0051405,0.016444,0,0
0,0,0,0,0.0010431,2.5486e-06,0,0,0,0,0,0,0,0,0,0,0.00096372,0,0,0.0076817,0.0052117,0,0.00021599,0.00051364,0,0,0,0,0.0022413,0.0025918,0,0,0,0,0,0,0,0,0.00054415,0.0004221,0,0,0,0.00029062,0,0,0,0,0,0.00039648,0,0,0,8.5561e-05,0.0013598,0.00017433,0.0022118,0,0,0,0.0048753,0.0036266,0.0033263,0.0032792,0,0,0.0053158,0.00070605,0.0031594,0.0033819,0,0,0,0.0042097,0.0038097,0.0031531,0,0.0067317,0.0047263,0.0049483,0.0052464,0,0.0055855,0.0040324,0.0035607,0,0,0.0048091,0.0049216,0.0068677,0.0069678,0.0042456,0.0036734,0,0,0.00057659,0.0060306,0.005335,0.0031749,0.0036859,0.0041431,0.0040675,0.0044039,0.0039398,0.0046248,0.0018415,0.0043466,0.004461,0.0040187,0.0034867,0.0049422,0.0028634,0.0023184,0,0.002909,0.0011695,0.00034361,0.0015692,0.0018788,0,0.00084662,0.0018526,0.0017441,0,0.0048657,0.0043476,0.0035441,0.0047046,0.0041327,0.0033959,0.0051495,0.0040481,0.0043804,0.0023279,0.0026499,0.0041945,0.0033218,0,0,0.0023912,0.0056138,0,0,0,0.0028791,0,0.0018075,0.0059041,0,0.0037416,0.004435,0,0.0015125,0,0.002177,0.0030925,0,0,0,0.00016181,0.0026425,0,0
0,0,0,0,0.0056436,0.0077217,0,0,0,0,0,0,0,0,0,0,0.0059794,0,0,0.0095737,0.006514,0,0.0089647,0.012378,0,0,0.0017512,0,0.0061408,0.0065943,0,0,0,0,0,0,0,0,0.0069619,0.00075436,0,0,0,0,0,0.00078816,0,0,0,0.0078602,0,0.0077757,0,0.0019649,0,0.00075107,0.012724,0,0,0,0,0.002858,0,0,0,0,0.0035651,0,0.0047872,0,0,0,0,0.0042838,0,0.0042409,0,0.00041566,2.0529e-05,0.0023322,0.00048525,0,0.0011459,0.0017455,0.0035039,0,0,0.0021926,0.0058676,0.0019806,0.0048257,0.00048694,0,0,0,0,0.0032123,0.0047817,0.0057946,0.0068956,0.0062383,0.0046471,0.0035853,0.0021048,0,0,5.3494e-05,0.0026985,0,2.3538e-05,0.0037621,0.0013912,0.004574,0,0,0,0.0056883,0.0087018,0.0075171,0,0,0,0,0,0.00054149,0,0,0.0036392,0.00023275,0,0,0,0.00012885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014743,0,0,0.0012685,0,0.0023034,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00076047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048334,0,0,0,0.0010885,0,0,0,0,0.002886,0,0,0,0,0,0,0,0,0,0.0023478,0,0,0,0,0,0,0,0,0,0,0,0,0.002576,0,0.0032119,0,0,0.0074808,0,0,0,0.0029046,0.002625,0.0026413,0.00012754,0,0,0.0032134,0,0.0068571,0.00088127,0,0,0,0.00018996,0.0011884,0,0,0.0018909,0,0.0019514,0,0,0.0019831,0.00062549,0.0019567,0,0,0.0027796,0.001696,0.00085031,0.0036617,0.00070674,0.0026136,0,0,0,0.0057114,0.0068189,0.0062068,0.0088096,0.0079983,0.0097066,0.0075532,0.0085135,0.00031865,0,0.0046034,0.0053247,0.002806,0.0030402,0.0086526,0.00694,0.0076744,0,0.0017765,0.0045762,0.0095566,0.0075333,0.0041527,0,0,0,0,0,9.9903e-05,0.00085412,0,0,0,0.0010468,0,0.0011368,0,0,0,0,5.4299e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001058,0,0,0,0.00024459,0.0017865,0,0,0,0,0,0,0
0,0,0,0,0,0.0013851,0,0,0,0,0,0,0,0,0,0,0.00098651,0,0,0.0042927,0.0035224,0,0.0022914,0.0044691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026049,0,0,0,0,0,0,0,0,0,0,0.0014057,0,0.0003155,0,0.0047574,0.001474,0.0034755,0.0065642,0,0.0010597,0,0.010501,0.0067467,0.0053853,0.0010439,0,0,0.0058693,0.00013317,0.0085451,0.0074056,0,0,0,0.01001,0.0070166,0.0085055,0,0.01097,0.0019551,0.004105,0.0030667,0,0.0051104,0.002538,0.0075891,0,0,0.007279,0.010908,0.011438,0.011429,0.0073858,0.010315,0,0,0.006085,0.014571,0.010976,0.0053982,0.013398,0.018424,0.02495,0.012481,0.018176,0.015048,0.0075616,0.015305,0.013627,0.010546,0.011003,0.016653,0.013222,0.015346,0,0.010427,0.0090903,0.010424,0.012664,0.0082824,0,0.0028277,0.0034979,0.00027723,0,0.010209,0.014047,0.011769,0.013541,0.011833,0.011769,0.0088863,0.0086153,0.0068374,0.0054423,0.0074972,0.0090985,0.0081928,0,0,0.0034698,0.0099967,0,0,0,0.003328,0,0,0.012678,0,0.0085784,0.0094354,0,0.004996,0,0.0085382,0.010355,0,0,0,0.0026281,0.0067881,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010407,0,0,-0.016699,-0.0083425,-0.0013914,0,-0.00020185,0,-0.0013728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054291,0,-0.0079876,0,0,-0.0082718,0,-0.0021165,0,-0.0036679,-0.027074,-0.0064916,-0.0016686,0,0,-0.014463,0,-0.0044034,0,0,0,0,-0.0061565,0,0,0,-0.0066765,0,0,0,0,0,-0.00024812,0,0,0,0,0,0,0,0,-0.0022941,0,0,0,-0.0037726,0,-0.0024355,-0.0035567,-0.0072634,-0.018347,0,-0.031786,-0.0037968,-0.0032112,-0.0081967,-0.0044808,0,-0.01532,-0.02067,-0.020286,-0.021319,0,-0.014177,-0.012257,-0.016075,-0.021368,-0.01536,-0.0090749,-0.003883,-0.0049035,-7.6095e-05,0,-0.0022012,0,-0.0044659,-0.0025765,0,-0.000257,0,0,0,0,-0.0045124,-0.0034435,0,0,0,0,0,0,0,0,0,0,0,-0.014223,0,-0.008475,-0.0062328,0,-0.0019006,0,-0.0014178,-0.00032397,0,0,0,-0.0011825,0,0,0
